Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
520505,21356,TOAST ITS - FAIRY FLOWER,12,2010-08-26 12:51:00,1.25,17663.0,United Kingdom
516876,22279,POCKET BAG BLUE PAISLEY RED SPOT,6,2010-07-23 13:29:00,2.1,12935.0,United Kingdom
571653,22156,HEART DECORATION WITH PEARLS ,24,2011-10-18 12:17:00,0.72,14298.0,United Kingdom
503995,84596F,SMALL MARSHMALLOWS PINK BOWL,72,2010-04-09 11:15:00,1.06,13798.0,United Kingdom
502853,47505,MINATURE COLOURED GARDENING SET,2,2010-03-28 14:47:00,4.95,17589.0,United Kingdom
524099,21947,SET OF 6 HEART CHOPSTICKS,12,2010-09-27 12:24:00,1.25,13448.0,United Kingdom
556206,22427,ENAMEL FLOWER JUG CREAM,3,2011-06-09 13:46:00,5.95,14911.0,EIRE
560718,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-07-20 13:30:00,3.75,17677.0,United Kingdom
546367,21925,UNION STRIPE CUSHION COVER ,12,2011-03-11 11:38:00,1.25,15513.0,United Kingdom
498746,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,2010-02-22 16:36:00,3.75,13513.0,United Kingdom
506267,21114,LAVENDER SCENTED FABRIC HEART,10,2010-04-28 14:59:00,1.25,12695.0,France
574501,23500,KEY RING BASEBALL BOOT ASSORTED ,20,2011-11-04 13:15:00,1.25,12577.0,France
525239,22156,HEART DECORATION WITH PEARLS ,12,2010-10-04 14:35:00,0.85,13939.0,United Kingdom
524842,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010-09-30 18:02:00,0.85,12951.0,United Kingdom
541518,40016,CHINESE DRAGON PAPER LANTERNS,24,2011-01-19 09:05:00,0.42,12451.0,Switzerland
514839,22447,PIN CUSHION RUSSIAN DOLL BLUE,12,2010-07-06 14:46:00,3.35,16126.0,United Kingdom
541265,22355,CHARLOTTE BAG SUKI DESIGN,4,2011-01-16 16:23:00,0.85,17609.0,United Kingdom
544278,15036,ASSORTED COLOURS SILK FAN,24,2011-02-17 12:01:00,0.75,15382.0,United Kingdom
533547,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,2,2010-11-17 16:48:00,2.95,16409.0,United Kingdom
553067,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2011-05-13 11:44:00,1.25,16871.0,United Kingdom
518314,85131A,BEADED PEARL HEART WHITE ON STICK,24,2010-08-06 12:13:00,0.38,13920.0,United Kingdom
568833,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-09-29 11:39:00,0.85,17348.0,United Kingdom
512781,22517,CHILDS GARDEN RAKE PINK,1,2010-06-17 18:17:00,2.1,17341.0,United Kingdom
538346,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2010-12-10 14:53:00,0.85,17865.0,United Kingdom
539836,21067,VINTAGE RED TEATIME MUG,3,2010-12-22 13:46:00,1.25,17894.0,United Kingdom
521390,22470,HEART OF WICKER LARGE,6,2010-09-05 14:03:00,2.95,16327.0,United Kingdom
573814,21703,BAG 125g SWIRLY MARBLES,4,2011-11-01 11:31:00,0.42,13268.0,United Kingdom
558044,23197,VEGETABLE MAGNETIC  SHOPPING LIST,12,2011-06-24 13:29:00,1.45,13870.0,United Kingdom
524286,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2010-09-28 12:35:00,1.45,16919.0,United Kingdom
511867,22030,SWALLOWS GREETING CARD,12,2010-06-11 10:30:00,0.42,15254.0,United Kingdom
565317,23203,JUMBO BAG VINTAGE DOILY ,40,2011-09-02 13:00:00,2.08,12921.0,United Kingdom
537826,22480,RED TEA TOWEL CLASSIC DESIGN,2,2010-12-08 14:38:00,1.25,15581.0,United Kingdom
557957,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-06-23 19:20:00,3.75,13969.0,United Kingdom
512259,21936,RED RETROSPOT PICNIC BAG,2,2010-06-14 13:03:00,2.95,17059.0,United Kingdom
566023,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-09-08 12:48:00,1.69,12955.0,United Kingdom
525764,21324,HANGING MEDINA LANTERN SMALL,6,2010-10-07 10:39:00,2.95,12511.0,Greece
529623,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2010-10-29 11:49:00,3.75,15544.0,United Kingdom
578811,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-11-25 13:28:00,2.95,12438.0,Norway
516839,POST,POSTAGE,3,2010-07-23 11:17:00,18.0,12647.0,Germany
538597,22493,PAINT YOUR OWN CANVAS SET,4,2010-12-13 12:26:00,1.65,15555.0,United Kingdom
510192,82583,HOT BATHS METAL SIGN,2,2010-05-27 18:13:00,2.1,17841.0,United Kingdom
549705,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-04-11 14:00:00,1.06,13668.0,United Kingdom
571036,20750,RED RETROSPOT MINI CASES,12,2011-10-13 12:52:00,6.35,17567.0,United Kingdom
532905,20886,BOX OF 9 PEBBLE CANDLES,6,2010-11-15 11:49:00,1.95,17811.0,United Kingdom
533458,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2010-11-17 12:03:00,0.29,16006.0,United Kingdom
511137,85041,SET/4 PINK ORCHID CANDLES IN BOWL,1,2010-06-07 11:47:00,1.65,14167.0,United Kingdom
520693,22029,SPACEBOY BIRTHDAY CARD,12,2010-08-29 10:16:00,0.42,13995.0,United Kingdom
489900,72801F,S/4 FESTIVE RED DINNER CANDLES,12,2009-12-03 09:44:00,1.25,14771.0,United Kingdom
572282,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-10-23 11:39:00,4.25,17634.0,United Kingdom
543040,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-02-02 17:06:00,1.25,17337.0,United Kingdom
509535,22607,WOODEN ROUNDERS GARDEN SET ,2,2010-05-24 12:07:00,8.5,13615.0,United Kingdom
533717,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2010-11-18 13:27:00,3.75,13137.0,United Kingdom
571295,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-10-16 16:12:00,0.85,14741.0,United Kingdom
504741,85049D,BRIGHT BLUES RIBBONS ,1,2010-04-16 11:33:00,1.25,15716.0,United Kingdom
575059,21901,"KEY FOB , BACK DOOR ",4,2011-11-08 12:25:00,0.65,14071.0,United Kingdom
562039,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-08-02 09:55:00,1.65,12593.0,France
573300,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-10-28 16:10:00,0.55,16049.0,United Kingdom
581149,22426,ENAMEL WASH BOWL CREAM,1,2011-12-07 14:12:00,3.75,15471.0,United Kingdom
570488,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,2011-10-10 17:12:00,8.29,14096.0,United Kingdom
494827,47347B,BLUE FLOWER T-LIGHT HOLDER,24,2010-01-19 10:41:00,1.25,15623.0,United Kingdom
572103,22192,BLUE DINER WALL CLOCK,1,2011-10-20 15:57:00,8.5,17571.0,United Kingdom
561471,22750,FELTCRAFT PRINCESS LOLA DOLL,8,2011-07-27 13:14:00,3.75,14911.0,EIRE
511160,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2010-06-07 12:01:00,7.95,15059.0,United Kingdom
526757,35970,ZINC FOLKART SLEIGH BELLS,36,2010-10-13 10:31:00,1.69,16843.0,United Kingdom
569365,23133,LARGE IVORY HEART WALL ORGANISER,16,2011-10-03 15:24:00,5.66,18102.0,United Kingdom
566451,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-12 16:14:00,0.42,18069.0,United Kingdom
494789,90010B,BLACK/WHITE GLASS/SILVER BRACELET,2,2010-01-18 13:47:00,8.95,14949.0,United Kingdom
494676,22201,FRYING PAN BLUE POLKADOT ,1,2010-01-17 16:09:00,4.25,17591.0,United Kingdom
502565,21777,RECIPE BOX WITH METAL HEART,4,2010-03-25 12:03:00,7.95,13849.0,United Kingdom
495724,48194,DOORMAT HEARTS,2,2010-01-26 14:58:00,6.75,17726.0,United Kingdom
524827,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-09-30 16:45:00,2.1,12523.0,France
521813,20770,ABSTRACT CIRCLE JOURNAL ,6,2010-09-08 15:06:00,2.55,13384.0,United Kingdom
536557,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-01 14:41:00,3.95,17841.0,United Kingdom
533779,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-11-18 16:22:00,1.65,17419.0,United Kingdom
532806,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-11-14 15:14:00,1.45,15452.0,United Kingdom
566976,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-09-16 09:27:00,1.25,15382.0,United Kingdom
545166,22913,RED COAT RACK PARIS FASHION,1,2011-02-28 14:03:00,4.95,17027.0,United Kingdom
559679,23038,T-LIGHT HOLDER SILVER SAUCER,12,2011-07-11 14:46:00,0.83,15265.0,United Kingdom
534377,21217,RED RETROSPOT ROUND CAKE TINS,1,2010-11-22 12:31:00,9.95,16725.0,United Kingdom
559000,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-07-05 12:15:00,4.95,14099.0,United Kingdom
490312,84509C,DOTTY PLACEMATS ,1,2009-12-04 15:16:00,3.75,17961.0,United Kingdom
496072,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-01-28 17:09:00,2.55,15615.0,United Kingdom
558370,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-06-28 15:44:00,0.42,17750.0,United Kingdom
500301,22374,AIRLINE BAG VINTAGE JET SET RED,1,2010-03-07 10:27:00,6.35,17365.0,United Kingdom
563572,21992,VINTAGE PAISLEY STATIONERY SET,3,2011-08-17 15:00:00,1.25,16734.0,United Kingdom
559711,22384,LUNCH BAG PINK POLKADOT,10,2011-07-12 10:46:00,1.65,13590.0,United Kingdom
536196,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2010-11-30 13:01:00,0.85,14841.0,United Kingdom
571053,20685,DOORMAT RED RETROSPOT,2,2011-10-13 13:53:00,8.25,12631.0,Finland
574842,22310,IVORY KNITTED MUG COSY ,6,2011-11-07 11:55:00,1.65,13890.0,United Kingdom
575647,22065,CHRISTMAS PUDDING TRINKET POT ,6,2011-11-10 14:16:00,0.39,16440.0,United Kingdom
516327,22457,NATURAL SLATE HEART CHALKBOARD ,12,2010-07-19 15:58:00,2.95,17589.0,United Kingdom
545056,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-02-27 12:48:00,1.25,16745.0,United Kingdom
508219,22614,PACK OF 12 SPACEBOY TISSUES,12,2010-05-13 15:05:00,0.29,13735.0,United Kingdom
490503,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2009-12-06 14:00:00,7.95,14548.0,United Kingdom
576910,48129,DOORMAT TOPIARY,6,2011-11-17 09:51:00,8.25,12477.0,Germany
540803,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-11 12:30:00,1.45,14669.0,United Kingdom
496703,21245,GREEN  SPOTTY PLATE ,8,2010-02-03 13:22:00,1.69,12396.0,RSA
498213,15039,SANDALWOOD FAN,250,2010-02-17 13:16:00,0.53,18092.0,United Kingdom
555289,21931,JUMBO STORAGE BAG SUKI,10,2011-06-02 10:00:00,2.08,15078.0,United Kingdom
521386,21931,JUMBO STORAGE BAG SUKI,2,2010-09-05 13:07:00,1.95,17085.0,United Kingdom
571235,85099F,JUMBO BAG STRAWBERRY,10,2011-10-14 14:37:00,2.08,15078.0,United Kingdom
559528,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-07-10 11:34:00,8.5,13064.0,United Kingdom
559106,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-06 11:10:00,0.95,15889.0,United Kingdom
553412,22597,MUSICAL ZINC HEART DECORATION ,12,2011-05-17 09:40:00,0.85,14344.0,United Kingdom
566022,23411, TRELLIS COAT RACK,6,2011-09-08 12:47:00,4.95,13925.0,United Kingdom
496313,22331,WOODLAND PARTY BAG + STICKER SET,3,2010-01-31 12:15:00,1.65,15013.0,United Kingdom
489905,82607A,GLASS BONBON JAR PARFUME AUX FLEURE,6,2009-12-03 10:03:00,1.25,13800.0,United Kingdom
538721,22224,WHITE LOVEBIRD LANTERN,4,2010-12-14 11:11:00,2.95,17526.0,United Kingdom
528745,22077,6 RIBBONS RUSTIC CHARM,1,2010-10-24 14:35:00,1.65,14551.0,United Kingdom
502272,22464,HANGING METAL HEART LANTERN,3,2010-03-23 15:47:00,1.65,14344.0,United Kingdom
537160,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-12-05 13:18:00,3.25,14161.0,United Kingdom
558075,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2011-06-24 17:07:00,9.95,17858.0,United Kingdom
566293,84660A,WHITE STITCHED WALL CLOCK,20,2011-09-11 15:35:00,0.79,14533.0,United Kingdom
494990,20711,JUMBO BAG TOYS ,10,2010-01-20 11:54:00,1.95,14388.0,United Kingdom
563543,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-08-17 12:06:00,2.08,15039.0,United Kingdom
564342,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,4,2011-08-24 14:53:00,1.65,16340.0,United Kingdom
489676,72023F,RED ORGANIC CANDLE IN GLASS,240,2009-12-02 09:49:00,0.85,13777.0,United Kingdom
535639,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-11-28 10:18:00,3.75,17243.0,United Kingdom
574015,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-11-02 12:03:00,7.9,15576.0,United Kingdom
576245,23084,RABBIT NIGHT LIGHT,18,2011-11-14 13:40:00,2.08,12553.0,France
512112,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2010-06-13 14:40:00,3.75,17841.0,United Kingdom
527371,22469,HEART OF WICKER SMALL,4,2010-10-17 12:03:00,1.65,17769.0,United Kingdom
569803,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-10-06 11:48:00,1.65,13090.0,United Kingdom
523659,22119,PEACE WOODEN BLOCK LETTERS,1,2010-09-23 13:54:00,6.95,18096.0,United Kingdom
534710,22295,HEART FILIGREE DOVE LARGE,24,2010-11-23 16:59:00,1.65,16437.0,United Kingdom
530796,35965,FOLKART HEART NAPKIN RINGS,3,2010-11-04 12:27:00,2.95,16391.0,United Kingdom
533828,22633,HAND WARMER UNION JACK,12,2010-11-19 10:06:00,2.1,13317.0,United Kingdom
580529,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-12-04 15:35:00,2.95,14658.0,United Kingdom
535464,22575,METAL MERRY CHRISTMAS WREATH,1,2010-11-26 13:16:00,1.95,17999.0,United Kingdom
558751,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-07-03 11:26:00,2.95,16009.0,United Kingdom
557769,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,12,2011-06-22 14:38:00,2.08,16626.0,United Kingdom
580397,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-12-04 11:24:00,1.65,13558.0,United Kingdom
499624,15056BL,EDWARDIAN PARASOL BLACK,3,2010-03-01 13:10:00,5.95,17593.0,United Kingdom
513569,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-06-25 14:36:00,2.95,16961.0,United Kingdom
547358,21213,PACK OF 72 SKULL CAKE CASES,1,2011-03-22 12:25:00,0.55,15998.0,United Kingdom
527392,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2010-10-17 13:28:00,0.42,14044.0,United Kingdom
541989,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-01-25 08:21:00,2.95,13615.0,United Kingdom
572229,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2011-10-21 14:23:00,1.65,14329.0,United Kingdom
561880,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,2011-07-31 12:44:00,1.65,13722.0,United Kingdom
564322,85023B,EAU DE NILE JEWELLED PHOTOFRAME,72,2011-08-24 13:23:00,2.1,13694.0,United Kingdom
500751,21506,"FANCY FONT BIRTHDAY CARD, ",24,2010-03-10 10:25:00,0.42,13081.0,United Kingdom
545079,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-02-28 10:30:00,3.75,18283.0,United Kingdom
515327,20803,SMALL PINK GLASS SUNDAE DISH,3,2010-07-11 12:59:00,1.65,13230.0,United Kingdom
540248,22567,20 DOLLY PEGS RETROSPOT,6,2011-01-05 15:57:00,1.25,15034.0,United Kingdom
511840,22097,SWALLOW SQUARE TISSUE BOX,12,2010-06-10 17:29:00,1.25,15207.0,United Kingdom
511778,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2010-06-10 12:37:00,1.45,17716.0,United Kingdom
525761,21804,WHITE CHRISTMAS GARLAND STARS TREES,18,2010-10-07 10:37:00,3.75,16325.0,United Kingdom
573903,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2,2011-11-01 14:51:00,2.1,14667.0,United Kingdom
528705,21556,CERAMIC STRAWBERRY MONEY BOX,1,2010-10-24 13:07:00,2.55,13137.0,United Kingdom
578701,22867,HAND WARMER BIRD DESIGN,12,2011-11-25 10:52:00,2.1,17624.0,United Kingdom
521973,21650,ASSORTED TUTTI FRUTTI BRACELET,2,2010-09-09 19:46:00,0.65,17366.0,United Kingdom
571857,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-10-19 13:38:00,7.95,15468.0,United Kingdom
546685,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-03-16 09:52:00,1.95,15687.0,United Kingdom
572053,85099F,JUMBO BAG STRAWBERRY,10,2011-10-20 12:28:00,2.08,14495.0,United Kingdom
525303,21333,CLASSIC WHITE FRAME,4,2010-10-05 09:58:00,2.95,15955.0,United Kingdom
499965,22076,6 RIBBONS EMPIRE  ,2,2010-03-03 13:57:00,1.65,16461.0,United Kingdom
500015,21500,PINK SPOTS  WRAP ,25,2010-03-04 10:31:00,0.42,17861.0,United Kingdom
548500,22595,GINGHAM HEART DECORATION,12,2011-03-31 13:49:00,0.85,17071.0,United Kingdom
489572,85028S,FRENCH CHATEAU SMALL FRUITBOWL,2,2009-12-01 13:29:00,4.95,17611.0,United Kingdom
503340,22191,EAU DE NIL DINER WALL CLOCK,1,2010-03-31 12:52:00,8.5,13059.0,United Kingdom
496582,21533,RETRO SPOT LARGE MILK JUG,1,2010-02-02 13:56:00,4.95,12748.0,United Kingdom
498163,22385,JUMBO BAG SPACEBOY DESIGN,100,2010-02-17 12:12:00,1.65,17511.0,United Kingdom
549189,22427,ENAMEL FLOWER JUG CREAM,3,2011-04-07 10:11:00,5.95,15235.0,United Kingdom
527614,22911,PAPER CHAIN KIT LONDON,6,2010-10-18 13:44:00,2.95,13152.0,United Kingdom
491640,21481,FAWN BLUE HOT WATER BOTTLE,2,2009-12-11 16:11:00,2.95,15898.0,United Kingdom
528326,20617,FIRST CLASS PASSPORT COVER ,1,2010-10-21 13:07:00,2.1,13195.0,United Kingdom
547860,22267,EASTER DECORATION EGG BUNNY ,5,2011-03-27 12:21:00,1.25,17625.0,United Kingdom
540839,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-01-11 15:42:00,2.95,16791.0,United Kingdom
516908,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-07-25 11:00:00,7.49,16326.0,United Kingdom
568876,82582,AREA PATROLLED METAL SIGN,12,2011-09-29 12:24:00,2.1,13881.0,United Kingdom
545636,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2011-03-04 12:15:00,0.85,16449.0,United Kingdom
539488,22029,SPACEBOY BIRTHDAY CARD,24,2010-12-20 09:37:00,0.42,12377.0,Switzerland
557117,23173,REGENCY TEAPOT ROSES ,2,2011-06-16 17:04:00,9.95,14849.0,United Kingdom
540469,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2011-01-07 14:04:00,1.45,12484.0,Spain
577549,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2,2011-11-20 15:00:00,2.55,17841.0,United Kingdom
526028,22757,LARGE RED BABUSHKA NOTEBOOK ,1,2010-10-08 11:45:00,1.25,16549.0,United Kingdom
504655,22357,KINGS CHOICE BISCUIT TIN,4,2010-04-15 14:58:00,4.25,13661.0,United Kingdom
534394,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2010-11-22 13:09:00,1.95,13571.0,United Kingdom
574559,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2011-11-04 15:50:00,1.45,14056.0,United Kingdom
509408,21385,IVORY HANGING DECORATION  HEART,24,2010-05-23 11:46:00,0.85,16290.0,United Kingdom
542268,21726,MULTI HEARTS  STICKERS,12,2011-01-27 08:30:00,0.85,15358.0,United Kingdom
557213,22435,SET OF 9 HEART SHAPED BALLOONS,1,2011-06-17 12:16:00,1.25,15021.0,United Kingdom
497606,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-02-11 11:28:00,1.95,12682.0,France
550799,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-04-20 14:46:00,2.08,17115.0,United Kingdom
523355,20974,12 PENCILS SMALL TUBE SKULL,4,2010-09-21 16:47:00,0.65,17961.0,United Kingdom
574290,84658,WHITE STITCHED CUSHION COVER,2,2011-11-03 15:18:00,6.95,17403.0,United Kingdom
493719,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-01-06 10:17:00,2.95,14210.0,United Kingdom
522102,18098C,PORCELAIN BUTTERFLY OIL BURNER,2,2010-09-12 14:05:00,2.95,13148.0,United Kingdom
553224,22629,SPACEBOY LUNCH BOX ,2,2011-05-16 10:40:00,1.95,17228.0,United Kingdom
532982,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-11-15 13:49:00,3.75,18225.0,United Kingdom
545085,84313B,BLUE TV TRAY TABLE ,1,2011-02-28 11:19:00,4.25,15039.0,United Kingdom
517552,21930,JUMBO STORAGE BAG SKULLS,4,2010-07-29 18:49:00,1.95,13969.0,United Kingdom
567853,23233,WRAP POPPIES  DESIGN,25,2011-09-22 13:31:00,0.42,15484.0,United Kingdom
567474,22440,BALLOON WATER BOMB PACK OF 35,3,2011-09-20 12:53:00,0.42,13448.0,United Kingdom
531738,22551,PLASTERS IN TIN SPACEBOY,2,2010-11-09 12:39:00,1.65,16960.0,United Kingdom
558902,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-07-04 16:08:00,1.45,13001.0,United Kingdom
503774,90214C,"LETTER ""C"" BLING KEY RING",1,2010-04-07 11:04:00,1.25,14606.0,United Kingdom
571883,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2011-10-19 13:58:00,1.25,14704.0,United Kingdom
542303,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-01-27 11:05:00,1.95,12539.0,Spain
505855,22467,GUMBALL COAT RACK,6,2010-04-26 12:57:00,2.55,14186.0,United Kingdom
493947,21486,PINK HEART DOTS HOT WATER BOTTLE,1,2010-01-08 12:22:00,3.75,17243.0,United Kingdom
511322,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2010-06-07 17:15:00,1.65,13975.0,United Kingdom
499965,85049D,BRIGHT BLUES RIBBONS ,2,2010-03-03 13:57:00,1.25,16461.0,United Kingdom
561473,82600,NO SINGING METAL SIGN,12,2011-07-27 13:17:00,2.1,15078.0,United Kingdom
539664,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-21 10:30:00,2.1,14135.0,United Kingdom
571304,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-10-17 09:37:00,2.1,12526.0,Germany
561222,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2011-07-26 09:27:00,2.95,13588.0,United Kingdom
533133,21383,PACK OF 12 STICKY BUNNIES,1,2010-11-16 12:50:00,0.65,15850.0,United Kingdom
517112,21199,PINK  HEART CONFETTI IN TUBE,4,2010-07-26 15:49:00,1.65,17918.0,United Kingdom
540482,20886,BOX OF 9 PEBBLE CANDLES,6,2011-01-07 15:48:00,1.95,14672.0,United Kingdom
529981,20977,36 PENCILS TUBE WOODLAND,2,2010-10-31 15:31:00,1.25,16686.0,United Kingdom
522997,21901,"KEY FOB , BACK DOOR ",2,2010-09-19 15:47:00,0.65,16770.0,United Kingdom
558262,22386,JUMBO BAG PINK POLKADOT,100,2011-06-28 08:45:00,1.79,14646.0,Netherlands
536874,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2010-12-03 11:35:00,0.85,16891.0,United Kingdom
496308,21717,EASTER TIN BUCKET,4,2010-01-31 11:54:00,2.55,17625.0,United Kingdom
513119,22491,PACK OF 12 COLOURED PENCILS,12,2010-06-22 09:45:00,0.85,17888.0,United Kingdom
568065,22687,DOORMAT CHRISTMAS VILLAGE,2,2011-09-23 13:44:00,8.25,16240.0,United Kingdom
503929,22553,PLASTERS IN TIN SKULLS,12,2010-04-08 13:32:00,1.65,14105.0,United Kingdom
536797,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-02 15:49:00,3.75,16770.0,United Kingdom
575487,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-11-09 17:11:00,1.95,15450.0,United Kingdom
493183,20674,GREEN SPOTTY BOWL,16,2009-12-22 12:03:00,1.25,12440.0,Austria
572853,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-10-26 12:28:00,0.79,17712.0,United Kingdom
546133,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-03-09 15:20:00,1.65,14291.0,United Kingdom
543371,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,2011-02-07 14:53:00,3.75,14048.0,United Kingdom
535324,22862,LOVE HEART NAPKIN BOX ,4,2010-11-25 15:26:00,4.25,14482.0,United Kingdom
556829,23174,REGENCY SUGAR BOWL GREEN,4,2011-06-15 10:51:00,4.15,12809.0,Portugal
572617,23080,RED METAL BOX TOP SECRET,2,2011-10-25 11:52:00,8.25,18272.0,United Kingdom
543281,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-02-06 15:34:00,1.45,14606.0,United Kingdom
515954,15044C,PURPLE PAPER PARASOL,1,2010-07-15 19:21:00,2.95,15908.0,United Kingdom
533496,22605,WOODEN CROQUET GARDEN SET,1,2010-11-17 13:42:00,14.95,17768.0,United Kingdom
494119,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2010-01-11 12:46:00,1.95,17739.0,United Kingdom
573153,22138,BAKING SET 9 PIECE RETROSPOT ,72,2011-10-28 07:39:00,4.25,12678.0,France
506281,22507,MEMO BOARD RETROSPOT  DESIGN,3,2010-04-28 16:17:00,4.95,14395.0,United Kingdom
553464,22197,SMALL POPCORN HOLDER,48,2011-05-17 11:07:00,0.85,16218.0,United Kingdom
516185,20728,LUNCH BAG CARS BLUE,3,2010-07-18 15:48:00,1.65,14546.0,United Kingdom
580136,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-12-01 19:42:00,2.08,17841.0,United Kingdom
506715,21080,SET/20 RED SPOTTY PAPER NAPKINS ,5,2010-05-02 15:48:00,0.85,13113.0,United Kingdom
509437,21286,RETRO SPOT CANDLE  LARGE,36,2010-05-23 15:21:00,2.1,12409.0,Switzerland
504904,21937,STRAWBERRY   PICNIC BAG,1,2010-04-18 15:53:00,2.95,18069.0,United Kingdom
530435,21181,PLEASE ONE PERSON METAL SIGN,12,2010-11-03 10:51:00,2.1,14942.0,United Kingdom
540520,21931,JUMBO STORAGE BAG SUKI,2,2011-01-09 12:31:00,1.95,17555.0,United Kingdom
558096,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2011-06-26 13:24:00,1.25,15532.0,United Kingdom
569488,22456,NATURAL SLATE CHALKBOARD LARGE ,2,2011-10-04 13:10:00,4.95,16440.0,United Kingdom
